ENSMUSG00000100553,12603
ENSMUSG00000098611,83
ENSMUSG00000100534,137320
ENSMUSG00000102904,3765
ENSMUSG00002076350,93
ENSMUSG00000019699,175071
ENSMUSG00000104391,1896
ENSMUSG00000102133,1531
ENSMUSG00000102749,1300
ENSMUSG00000103163,1292
ENSMUSG00000103646,2764
ENSMUSG00000102427,795
ENSMUSG00000103633,316
ENSMUSG00000097892,7484
ENSMUSG00000063659,4287
ENSMUSG00000102432,1629
ENSMUSG00000103043,8889
ENSMUSG00000102885,5501
ENSMUSG00000026049,14758
ENSMUSG00000103767,1230
ENSMUSG00000043019,64319
ENSMUSG00000101104,18904
ENSMUSG00000015962,23510
ENSMUSG00000032666,158386
ENSMUSG00000084557,132
ENSMUSG00000100685,11644
ENSMUSG00000102090,804
ENSMUSG00000103744,345
ENSMUSG00000015961,20285
ENSMUSG00000089657,609
ENSMUSG00000102483,154247
ENSMUSG00000014980,9026
ENSMUSG00000026235,116476
ENSMUSG00000099141,115
ENSMUSG00000032649,110426
ENSMUSG00000101849,1848
ENSMUSG00000101506,291
ENSMUSG00000065215,163
ENSMUSG00000102052,29410
ENSMUSG00000026047,9321
ENSMUSG00000080878,451
ENSMUSG00000091476,158078
ENSMUSG00000104097,9077
ENSMUSG00000119789,106
ENSMUSG00000102493,971
ENSMUSG00000004872,68364
ENSMUSG00000118426,744
ENSMUSG00000041684,13059
ENSMUSG00000032908,109944
ENSMUSG00000099561,14478
ENSMUSG00000102945,817
ENSMUSG00000026502,48984
ENSMUSG00000103958,902
ENSMUSG00000070489,569
ENSMUSG00000104126,404
ENSMUSG00000026500,3384
ENSMUSG00000026048,15901
ENSMUSG00000046828,13689
ENSMUSG00000089703,956
ENSMUSG00000100966,988
ENSMUSG00000100769,1638
ENSMUSG00000101567,308
ENSMUSG00000026245,38457
ENSMUSG00000101798,260
ENSMUSG00000104018,1478
ENSMUSG00000090486,9634
ENSMUSG00000026482,118275
ENSMUSG00000086145,3475
ENSMUSG00000080950,1400
ENSMUSG00000099868,20618
ENSMUSG00000055547,6993
ENSMUSG00000012187,16609
ENSMUSG00000008475,8002
ENSMUSG00000099364,16415
ENSMUSG00000100562,4620
ENSMUSG00000056870,204687
ENSMUSG00000102319,4562
ENSMUSG00000089877,419
ENSMUSG00000101701,5273
ENSMUSG00000103071,1550
ENSMUSG00000100434,527
ENSMUSG00000100013,666
ENSMUSG00000101251,744
ENSMUSG00000101937,939
ENSMUSG00000039630,6022
ENSMUSG00000104279,1869
ENSMUSG00002075531,120
ENSMUSG00000064954,105
ENSMUSG00000026495,47487
ENSMUSG00000032883,26745
ENSMUSG00000026480,16888
ENSMUSG00000026494,243955
ENSMUSG00000064967,166
ENSMUSG00000102922,473
ENSMUSG00000025915,58200
ENSMUSG00000089713,19032
ENSMUSG00000079470,11309
ENSMUSG00000099377,1723
ENSMUSG00000099706,432888
ENSMUSG00000047330,3185
ENSMUSG00000101324,1394
ENSMUSG00000072978,442
ENSMUSG00000046334,356
ENSMUSG00002075801,104
ENSMUSG00000050711,5412
ENSMUSG00000099562,1354
ENSMUSG00000077782,125
ENSMUSG00000055067,210187
ENSMUSG00000054702,63666
ENSMUSG00000096474,479
ENSMUSG00000102235,1512
ENSMUSG00000026492,10895
ENSMUSG00000082395,518
ENSMUSG00000038949,46337
ENSMUSG00000026043,10588
ENSMUSG00000046101,21698
ENSMUSG00002074901,140
ENSMUSG00000093178,86
ENSMUSG00000099032,5203
ENSMUSG00000104025,1373
ENSMUSG00000038936,10075
ENSMUSG00000042772,33864
ENSMUSG00000100394,1778
ENSMUSG00000103840,437
ENSMUSG00000087236,37976
ENSMUSG00000100702,702
ENSMUSG00000026042,56896
ENSMUSG00000104476,7216
ENSMUSG00000073643,38644
ENSMUSG00000104497,1790
ENSMUSG00000025916,29515
ENSMUSG00000087199,9979
ENSMUSG00000026248,3928
ENSMUSG00000119658,103
ENSMUSG00000026249,32538
ENSMUSG00000042751,105186
ENSMUSG00000067106,890
ENSMUSG00000099969,23026
ENSMUSG00000100397,477
ENSMUSG00000099753,263
ENSMUSG00000118883,106
ENSMUSG00000102518,1828
ENSMUSG00000099552,5829
ENSMUSG00000043230,16693
ENSMUSG00000103404,1166
ENSMUSG00000026491,10783
ENSMUSG00000073486,1300
ENSMUSG00000025917,7832
ENSMUSG00000104418,459
ENSMUSG00000026479,26980
ENSMUSG00000004364,45594
ENSMUSG00000103076,1682
ENSMUSG00000103525,1817
ENSMUSG00000101722,3429
ENSMUSG00000090637,2081
ENSMUSG00000026478,27419
ENSMUSG00000110100,11851
ENSMUSG00000103818,3340
ENSMUSG00000079138,1046
ENSMUSG00000042708,15269
ENSMUSG00000064435,139
ENSMUSG00000103543,819
ENSMUSG00000099432,2676
ENSMUSG00000041144,100795
ENSMUSG00000119743,118
ENSMUSG00000042699,16876
ENSMUSG00000101262,2430
ENSMUSG00000042684,24159
ENSMUSG00000099858,1069
ENSMUSG00000101337,84821
ENSMUSG00000025986,43585
ENSMUSG00000100213,950
ENSMUSG00000103129,3869
ENSMUSG00000100160,296
ENSMUSG00000101921,237
ENSMUSG00000101447,35610
ENSMUSG00000081185,728
ENSMUSG00000103246,1941
ENSMUSG00000098876,104
ENSMUSG00000100530,1330
ENSMUSG00000104067,905
ENSMUSG00000100033,1937
ENSMUSG00002075213,120
ENSMUSG00002076633,269
ENSMUSG00000101996,826
ENSMUSG00000096973,985
ENSMUSG00000064943,120
ENSMUSG00000100866,212
ENSMUSG00000101721,1511
ENSMUSG00000099376,930
ENSMUSG00000097883,1010
ENSMUSG00002076043,441
ENSMUSG00000099698,214
ENSMUSG00000056763,19855
ENSMUSG00000099454,992
ENSMUSG00000051616,94728
ENSMUSG00000099627,1705
ENSMUSG00000099577,439
ENSMUSG00000099882,436
ENSMUSG00000101760,1708
ENSMUSG00000102356,919
ENSMUSG00000099608,1492
ENSMUSG00000099864,725
ENSMUSG00002075839,131
ENSMUSG00000100451,527
ENSMUSG00000099941,161
ENSMUSG00002075589,313
ENSMUSG00000100816,2326
ENSMUSG00000042671,27679
ENSMUSG00000100945,2265
ENSMUSG00000102404,1915
ENSMUSG00000100334,16589
ENSMUSG00000026109,89442
ENSMUSG00000026475,5119
ENSMUSG00000099568,5772
ENSMUSG00000100671,1474
ENSMUSG00002075527,100
ENSMUSG00000101242,2941
ENSMUSG00000099924,2272
ENSMUSG00000099625,2527
ENSMUSG00000101799,115393
ENSMUSG00000045954,13834
ENSMUSG00000099741,1024
ENSMUSG00000101702,999
ENSMUSG00000066800,9715
ENSMUSG00000100183,865
ENSMUSG00000067851,21906
ENSMUSG00002076532,239
ENSMUSG00000102556,1721
ENSMUSG00000038608,108556
ENSMUSG00000042501,230082
ENSMUSG00000103810,2744
ENSMUSG00000083422,1455
ENSMUSG00000119312,106
ENSMUSG00000042641,39402
ENSMUSG00000081417,491
ENSMUSG00000103448,1921
ENSMUSG00000103192,3555
ENSMUSG00000104488,1855
ENSMUSG00000100212,1241
ENSMUSG00000102721,1832
ENSMUSG00000100648,758
ENSMUSG00002076499,90
ENSMUSG00000099949,451
ENSMUSG00000099918,471
ENSMUSG00000045968,18479
ENSMUSG00000043282,2526
ENSMUSG00000102459,2556
ENSMUSG00000047053,1316
ENSMUSG00000099227,110
ENSMUSG00000026107,7876
ENSMUSG00000099413,46228
ENSMUSG00000103424,2364
ENSMUSG00000054976,224995
ENSMUSG00000104029,2003
ENSMUSG00000101986,3326
ENSMUSG00000087008,984
ENSMUSG00000026473,5642
ENSMUSG00000100014,2064
ENSMUSG00000101903,2745
ENSMUSG00000100502,6938
ENSMUSG00000088669,104
ENSMUSG00000066797,4502
ENSMUSG00000048960,64289
ENSMUSG00000099933,15385
ENSMUSG00000100221,13980
ENSMUSG00002076439,119
ENSMUSG00000100031,552
ENSMUSG00000077318,127
ENSMUSG00000101827,608
ENSMUSG00000103494,3038
ENSMUSG00000067158,93345
ENSMUSG00000079465,49568
ENSMUSG00002075966,97
ENSMUSG00000004110,222395
ENSMUSG00000097564,13941
ENSMUSG00000101880,45847
ENSMUSG00000101433,210
ENSMUSG00000096950,19819
ENSMUSG00000056708,3275
ENSMUSG00000026471,14715
ENSMUSG00000057715,290509
ENSMUSG00000026470,23016
ENSMUSG00000103825,2470
ENSMUSG00000099845,261
ENSMUSG00000103561,2143
ENSMUSG00000101610,872
ENSMUSG00000104181,587
ENSMUSG00000118923,106
ENSMUSG00000098555,120
ENSMUSG00000097628,806
ENSMUSG00000098163,686
ENSMUSG00000097171,5527
ENSMUSG00000101314,852
ENSMUSG00000033722,10800
ENSMUSG00000103670,1855
ENSMUSG00000026150,17375
ENSMUSG00000101450,1016
ENSMUSG00000026149,11435
ENSMUSG00000114299,419
ENSMUSG00000099771,182
ENSMUSG00000102280,1045
ENSMUSG00000100170,542
ENSMUSG00000100744,390
ENSMUSG00002074851,52
ENSMUSG00000026469,77527
ENSMUSG00002076398,123
ENSMUSG00000018417,66582
ENSMUSG00000101724,1278
ENSMUSG00000100313,2498
ENSMUSG00000100696,411
ENSMUSG00002075355,121
ENSMUSG00000072324,597
ENSMUSG00000026490,83616
ENSMUSG00000033701,51236
ENSMUSG00000102194,2538
ENSMUSG00000103636,2670
ENSMUSG00000026468,45527
ENSMUSG00000103180,128
ENSMUSG00000062939,71134
ENSMUSG00000101628,78826
ENSMUSG00000078291,431
ENSMUSG00000109599,5630
ENSMUSG00000033684,17586
ENSMUSG00000102299,234
ENSMUSG00000102558,41097
ENSMUSG00000016918,89507
ENSMUSG00000033671,38317
ENSMUSG00000103717,258
ENSMUSG00000103771,305
ENSMUSG00000102837,744
ENSMUSG00000077419,148
ENSMUSG00000102833,1188
ENSMUSG00000026489,18102
ENSMUSG00000104520,5250
ENSMUSG00000025938,95573
ENSMUSG00000026159,54898
ENSMUSG00000104518,550
ENSMUSG00000069620,320
ENSMUSG00000099498,9824
ENSMUSG00000113880,805
ENSMUSG00000113973,795
ENSMUSG00000113846,828
ENSMUSG00000113084,829
ENSMUSG00000042414,13706
ENSMUSG00000113925,827
ENSMUSG00000114011,638
ENSMUSG00000113097,932
ENSMUSG00000101784,1425
ENSMUSG00000038496,19421
ENSMUSG00000100432,629
ENSMUSG00000100190,956
ENSMUSG00000113267,1014
ENSMUSG00000104423,1092
ENSMUSG00000101315,991
ENSMUSG00000099691,371
ENSMUSG00000026166,2389
ENSMUSG00000101173,1033
ENSMUSG00000053161,44656
ENSMUSG00000101896,840
ENSMUSG00002075005,120
ENSMUSG00000026466,22456
ENSMUSG00000102964,3784
ENSMUSG00000010609,14151
ENSMUSG00000055676,2295
ENSMUSG00000026163,82627
ENSMUSG00000079140,787
ENSMUSG00000104374,1288
ENSMUSG00000104219,802
ENSMUSG00000100580,160031
ENSMUSG00000038855,49454
ENSMUSG00002076780,120
ENSMUSG00000104388,7349
ENSMUSG00000077736,123
ENSMUSG00000103123,871
ENSMUSG00000103772,3070
ENSMUSG00000053963,35777
ENSMUSG00000104210,3732
ENSMUSG00000102608,10949
ENSMUSG00000045658,172192
ENSMUSG00000050565,17627
ENSMUSG00000102750,1643
ENSMUSG00000101934,545
ENSMUSG00000098851,112
ENSMUSG00000015484,80884
ENSMUSG00000048402,196464
ENSMUSG00000098273,80
ENSMUSG00000097408,1379
ENSMUSG00000096939,979
ENSMUSG00000100767,791
ENSMUSG00000099860,21487
ENSMUSG00000101179,32856
ENSMUSG00000037035,6783
ENSMUSG00000036766,147266
ENSMUSG00000104396,2896
ENSMUSG00000102481,4254
ENSMUSG00000005886,146596
ENSMUSG00000093254,76
ENSMUSG00000004451,21361
ENSMUSG00000101437,392
ENSMUSG00000103506,2252
ENSMUSG00000098447,6269
ENSMUSG00000103495,1625
ENSMUSG00002076346,81
ENSMUSG00000102639,694
ENSMUSG00000098923,1939
ENSMUSG00000104170,1871
ENSMUSG00000087782,111
ENSMUSG00000101731,5818
ENSMUSG00000103085,4641
ENSMUSG00000084505,103
ENSMUSG00000102664,2247
ENSMUSG00000101476,12343
ENSMUSG00000101171,643
ENSMUSG00000026496,7587
ENSMUSG00000025935,13541
ENSMUSG00000025937,22816
ENSMUSG00000102982,1265
ENSMUSG00000067813,32952
ENSMUSG00000077368,130
ENSMUSG00000097711,996
ENSMUSG00000102166,2248
ENSMUSG00002075174,307
ENSMUSG00000104209,3604
ENSMUSG00000101523,2632
ENSMUSG00000026596,63727
ENSMUSG00000104293,5140
ENSMUSG00000026219,42085
ENSMUSG00000103505,2032
ENSMUSG00000104503,4715
ENSMUSG00000073633,46666
ENSMUSG00000026220,17379
ENSMUSG00000118590,5590
ENSMUSG00000099693,2394
ENSMUSG00000026104,23847
ENSMUSG00000026383,45742
ENSMUSG00000099569,887
ENSMUSG00000102687,925
ENSMUSG00000060519,14624
ENSMUSG00000060743,7937
ENSMUSG00000073485,2993
ENSMUSG00000084558,107
ENSMUSG00000038806,10569
ENSMUSG00000052477,92447
ENSMUSG00000103979,176
ENSMUSG00000064281,590
ENSMUSG00002076475,79
ENSMUSG00000118640,890
ENSMUSG00000104251,448
ENSMUSG00000061852,2893
ENSMUSG00000089976,1488
ENSMUSG00000033557,22877
ENSMUSG00000102961,399
ENSMUSG00000046057,332
ENSMUSG00000101279,12842
ENSMUSG00000066652,4512
ENSMUSG00000025932,79368
ENSMUSG00002075819,99
ENSMUSG00000102588,438
ENSMUSG00000054493,13456
ENSMUSG00000089844,19398
ENSMUSG00000073631,966
ENSMUSG00000026520,2714
ENSMUSG00000025930,1551
ENSMUSG00000103492,4320
ENSMUSG00000081201,287
ENSMUSG00000038793,2158
ENSMUSG00000082193,893
ENSMUSG00000090128,1918
ENSMUSG00000026384,70387
ENSMUSG00000091876,317
ENSMUSG00000103146,8162
ENSMUSG00000100436,709
ENSMUSG00000090277,362
ENSMUSG00000100042,229
ENSMUSG00000100636,663
ENSMUSG00000101224,3767
ENSMUSG00000036975,5318
ENSMUSG00000032769,45771
ENSMUSG00000088159,119
ENSMUSG00000073737,995
ENSMUSG00000092083,418296
ENSMUSG00000102937,1532
ENSMUSG00000104149,2088
ENSMUSG00000088829,111
ENSMUSG00000026519,12981
ENSMUSG00000085563,6085
ENSMUSG00000103930,131
ENSMUSG00000036962,60268
ENSMUSG00000092245,519
ENSMUSG00000026387,56571
ENSMUSG00000038776,25186
ENSMUSG00000050777,6697
ENSMUSG00000103516,110
ENSMUSG00000102858,3451
ENSMUSG00000038768,9430
ENSMUSG00000104390,646
ENSMUSG00000103328,2405
ENSMUSG00000102219,9044
ENSMUSG00000026516,14628
ENSMUSG00000103178,1136
ENSMUSG00000062169,15990
ENSMUSG00000026103,21608
ENSMUSG00000099648,1398
ENSMUSG00000065192,108
ENSMUSG00000002881,27146
ENSMUSG00000097833,995
ENSMUSG00000101501,462
ENSMUSG00000100120,59777
ENSMUSG00000099878,10277
ENSMUSG00000100007,641
ENSMUSG00000058665,5574
ENSMUSG00000099957,68663
ENSMUSG00000101700,3250
ENSMUSG00000104332,694
ENSMUSG00000043015,15761
ENSMUSG00000103630,2084
ENSMUSG00000038733,19044
ENSMUSG00000003721,15667
ENSMUSG00000104253,3057
ENSMUSG00000054135,2463
ENSMUSG00000101791,4784
ENSMUSG00000081214,332
ENSMUSG00000103260,1846
ENSMUSG00000041439,42394
ENSMUSG00000100302,2490
ENSMUSG00000100230,410
ENSMUSG00000026514,106801
ENSMUSG00000102276,1310
ENSMUSG00000089888,292
ENSMUSG00000089927,677
ENSMUSG00000026102,15625
ENSMUSG00000041426,35956
ENSMUSG00000089802,861
ENSMUSG00000026339,33950
ENSMUSG00000085857,3907
ENSMUSG00000083582,218
ENSMUSG00000050534,18623
ENSMUSG00000081130,464
ENSMUSG00000043629,54180
ENSMUSG00000026100,6413
ENSMUSG00000001674,6053
ENSMUSG00000102006,182
ENSMUSG00000102488,748
ENSMUSG00000083584,1307
ENSMUSG00000100913,834
ENSMUSG00002076253,82
ENSMUSG00000099960,47035
ENSMUSG00000089274,148
ENSMUSG00000103263,1127
ENSMUSG00000089190,143
ENSMUSG00000099451,376
ENSMUSG00000104180,1731
ENSMUSG00000100762,1297
ENSMUSG00000100405,116
ENSMUSG00000100525,2632
ENSMUSG00000101495,233
ENSMUSG00000036707,36960
ENSMUSG00000026223,9921
ENSMUSG00000026224,6012
ENSMUSG00000099767,4085
ENSMUSG00000049608,22690
ENSMUSG00000036815,625498
ENSMUSG00000102801,3494
ENSMUSG00000102681,3006
ENSMUSG00000077472,130
ENSMUSG00000104410,2060
ENSMUSG00000102521,3217
ENSMUSG00000104205,1494
ENSMUSG00000102902,3058
ENSMUSG00000101985,1192
ENSMUSG00000101994,881
ENSMUSG00000102940,2860
ENSMUSG00000103914,3664
ENSMUSG00000065340,103
ENSMUSG00000101006,405
ENSMUSG00000102240,3026
ENSMUSG00000099574,7173
ENSMUSG00000025939,39840
ENSMUSG00000102457,2979
ENSMUSG00000096141,159254
ENSMUSG00000026094,18615
ENSMUSG00000102405,1456
ENSMUSG00000026341,24889
ENSMUSG00000102063,2831
ENSMUSG00000079658,11570
ENSMUSG00000097744,4726
ENSMUSG00000100959,682
ENSMUSG00000026342,17805
ENSMUSG00000025940,9658
ENSMUSG00000101015,628
ENSMUSG00000026343,115018
ENSMUSG00000025779,15367
ENSMUSG00000100093,418
ENSMUSG00000091020,1859
ENSMUSG00000026344,40338
ENSMUSG00000101640,193446
ENSMUSG00000104133,826
ENSMUSG00000042686,71305
ENSMUSG00000100110,4209
ENSMUSG00000025777,13022
ENSMUSG00000099899,4700
ENSMUSG00000100272,378
ENSMUSG00000100398,471
ENSMUSG00000101589,2869
ENSMUSG00000102048,485
ENSMUSG00000089534,110
ENSMUSG00000042807,221531
ENSMUSG00000067780,29038
ENSMUSG00000100053,25997
ENSMUSG00000098443,71
ENSMUSG00000087949,113
ENSMUSG00000102868,2699
ENSMUSG00000119657,106
ENSMUSG00000085125,29423
ENSMUSG00000025776,32206
ENSMUSG00000099895,63502
ENSMUSG00000100554,1398
ENSMUSG00000099473,6612
ENSMUSG00000099591,3670
ENSMUSG00000109887,43035
ENSMUSG00000102001,10225
ENSMUSG00000101717,10169
ENSMUSG00000025983,63338
ENSMUSG00000025774,28391
ENSMUSG00000070977,13511
ENSMUSG00000073735,970
ENSMUSG00000041303,16159
ENSMUSG00000109809,13359
ENSMUSG00000049690,441370
ENSMUSG00000067773,9357
ENSMUSG00000101685,984
ENSMUSG00000101306,908
ENSMUSG00000104519,2696
ENSMUSG00000088800,71
ENSMUSG00000102723,1321
ENSMUSG00000101644,111
ENSMUSG00000103824,1039
ENSMUSG00000099433,278
ENSMUSG00000101600,3128
ENSMUSG00000089787,41540
ENSMUSG00000101385,712
ENSMUSG00000042596,52255
ENSMUSG00000100720,544
ENSMUSG00000073678,31089
ENSMUSG00000104136,1660
ENSMUSG00000101130,578
ENSMUSG00000036155,209305
ENSMUSG00000104039,1393
ENSMUSG00000104378,4761
ENSMUSG00000099471,446
ENSMUSG00000106307,129
ENSMUSG00002075922,128
ENSMUSG00000065687,108
ENSMUSG00000103390,542
ENSMUSG00000026594,92487
ENSMUSG00000025927,17773
ENSMUSG00000100538,1044
ENSMUSG00000101117,471
ENSMUSG00000100204,2245
ENSMUSG00002076883,64
ENSMUSG00000102597,2498
ENSMUSG00000101964,1483
ENSMUSG00000097260,992
ENSMUSG00000073482,579
ENSMUSG00000033544,14594
ENSMUSG00000103303,2642
ENSMUSG00000102960,3943
ENSMUSG00000101905,358
ENSMUSG00000101768,81274
ENSMUSG00000103325,2302
ENSMUSG00000026347,125306
ENSMUSG00000026348,24893
ENSMUSG00000102014,20457
ENSMUSG00000026510,25569
ENSMUSG00000043760,157966
ENSMUSG00000091806,326
ENSMUSG00000101853,834
ENSMUSG00000104095,3478
ENSMUSG00000089914,35848
ENSMUSG00000090142,552
ENSMUSG00000070175,101
ENSMUSG00000099906,9175
ENSMUSG00000065559,72
ENSMUSG00000065480,118
ENSMUSG00000025929,3591
ENSMUSG00000026349,23441
ENSMUSG00000041872,6234
ENSMUSG00000052331,89556
ENSMUSG00000026234,4771
ENSMUSG00000101674,66057
ENSMUSG00000102503,1409
ENSMUSG00000064837,132
ENSMUSG00002075552,104
ENSMUSG00000104627,146
ENSMUSG00000102642,2749
ENSMUSG00002076827,79
ENSMUSG00000064823,69
ENSMUSG00000073627,8593
ENSMUSG00000026509,22235
ENSMUSG00000110510,1176
ENSMUSG00000102234,4933
ENSMUSG00000104415,4141
ENSMUSG00000026237,13775
ENSMUSG00000036574,1723
ENSMUSG00000101328,347
ENSMUSG00000051590,27593
ENSMUSG00000041859,7673
ENSMUSG00000099714,1185
ENSMUSG00000102121,3028
ENSMUSG00000088858,131
ENSMUSG00000097934,1823
ENSMUSG00000026592,9409
ENSMUSG00000109913,15451
ENSMUSG00000025982,13924
ENSMUSG00000103030,1793
ENSMUSG00000026238,3363
ENSMUSG00000025931,25407
ENSMUSG00000077314,130
ENSMUSG00000100929,1203
ENSMUSG00000041809,21527
ENSMUSG00000026239,38973
ENSMUSG00000102927,1174
ENSMUSG00000025981,10614
ENSMUSG00000101122,805
ENSMUSG00000041779,61136
ENSMUSG00000099971,1634
ENSMUSG00000100819,8439
ENSMUSG00000036104,30100
ENSMUSG00000025933,11547
ENSMUSG00000102633,2099
ENSMUSG00000026240,15946
ENSMUSG00002075077,56
ENSMUSG00000103609,2253
ENSMUSG00000070565,125697
ENSMUSG00000026241,4280
ENSMUSG00000102326,2704
ENSMUSG00000102391,1176
ENSMUSG00000087632,398
ENSMUSG00000103808,2396
ENSMUSG00000025980,6358
ENSMUSG00000073676,2388
ENSMUSG00000100736,793
ENSMUSG00000089670,990
ENSMUSG00000025934,19123
ENSMUSG00000099343,21234
ENSMUSG00000096375,503
ENSMUSG00000036086,84686
ENSMUSG00000099760,7936
ENSMUSG00000104164,5782
ENSMUSG00000058603,413
ENSMUSG00000102782,4871
ENSMUSG00000103999,3879
ENSMUSG00000033488,24023
ENSMUSG00000087093,13790
ENSMUSG00000093963,3803
ENSMUSG00000067750,2559
ENSMUSG00000086194,1111
ENSMUSG00000094436,227
ENSMUSG00000041722,2514
ENSMUSG00000025979,18776
ENSMUSG00000085507,1094
ENSMUSG00000061863,306
ENSMUSG00000094926,227
ENSMUSG00000085079,2817
ENSMUSG00000085679,195
ENSMUSG00000053333,210293
ENSMUSG00000100225,421
ENSMUSG00000100768,1709
ENSMUSG00000104121,2952
ENSMUSG00000102383,3554
ENSMUSG00000104400,2783
ENSMUSG00000102293,2314
ENSMUSG00000102649,1559
ENSMUSG00000084106,890
ENSMUSG00000102571,2664
ENSMUSG00000099401,128209
ENSMUSG00000102956,746
ENSMUSG00000103984,2927
ENSMUSG00000025978,28434
ENSMUSG00000046994,11293
ENSMUSG00000101625,16247
ENSMUSG00000026246,2491
ENSMUSG00000079440,3604
ENSMUSG00000100940,837
ENSMUSG00000028033,511234
ENSMUSG00000036500,2539
ENSMUSG00000099839,4109
ENSMUSG00000104138,2326
ENSMUSG00000082935,1123
ENSMUSG00000103748,1566
ENSMUSG00000025977,51657
ENSMUSG00000100215,395
ENSMUSG00000101945,347
ENSMUSG00000101085,892
ENSMUSG00000038349,190783
ENSMUSG00000102145,5026
ENSMUSG00000100309,950
ENSMUSG00000056211,35694
ENSMUSG00000102831,1595
ENSMUSG00000101535,479
ENSMUSG00000099950,26135
ENSMUSG00000104239,2495
ENSMUSG00000102491,352
ENSMUSG00000102179,2734
ENSMUSG00000103497,1315
ENSMUSG00000100372,1169
ENSMUSG00000065520,69
ENSMUSG00000100944,155
ENSMUSG00000101332,2052
ENSMUSG00000045336,1391
ENSMUSG00000026247,5212
ENSMUSG00000026353,16710
ENSMUSG00000036480,5092
ENSMUSG00000026589,40110
ENSMUSG00000103021,521
ENSMUSG00000103501,604
ENSMUSG00000026354,24127
